tile_size_v,trial,mean_share,mean_share_percent,median_share,median_share_percent
8,46,0.002744330558925867,0.2744330558925867,0.0023736446164548397,0.23736446164548397
8,47,0.0027265180833637714,0.27265180833637714,0.0023474893532693386,0.23474893532693386
8,48,0.0026733684353530407,0.26733684353530407,0.0023560330737382174,0.23560330737382174
8,49,0.0027633041609078646,0.27633041609078646,0.002429461106657982,0.2429461106657982
8,50,0.0027653826400637627,0.27653826400637627,0.0024023561272770166,0.24023561272770166
8,51,0.0027287036646157503,0.27287036646157503,0.002382415346801281,0.2382415346801281
8,52,0.0027080585714429617,0.27080585714429617,0.0023320529144257307,0.23320529144257307
8,53,0.002766961697489023,0.2766961697489023,0.0023766453377902508,0.23766453377902508
8,54,0.00266305822879076,0.266305822879076,0.0023868493735790253,0.23868493735790253
8,55,0.002705274848267436,0.2705274848267436,0.0023660543374717236,0.23660543374717236
8,56,0.002791754202917218,0.2791754202917218,0.0023766392841935158,0.23766392841935158
8,57,0.002836607163771987,0.2836607163771987,0.0024943805765360594,0.24943805765360594
8,58,0.0027216733433306217,0.27216733433306217,0.002338636899366975,0.23386368993669748
8,59,0.0027613830752670765,0.27613830752670765,0.0024034890811890364,0.24034890811890364
8,60,0.0026914612390100956,0.26914612390100956,0.002335363533347845,0.2335363533347845
8,61,0.0027021337300539017,0.27021337300539017,0.002343870000913739,0.23438700009137392
8,62,0.0027189687825739384,0.27189687825739384,0.0023602223955094814,0.23602223955094814
8,63,0.0026600377168506384,0.26600377168506384,0.0023709263186901808,0.23709263186901808
8,64,0.0027529848739504814,0.27529848739504814,0.002351783448830247,0.2351783448830247
8,65,0.0026785233058035374,0.26785233058035374,0.0022983187809586525,0.22983187809586525
8,66,0.0028075012378394604,0.28075012378394604,0.0024551122914999723,0.24551122914999723
8,67,0.0026967888697981834,0.26967888697981834,0.0023592086508870125,0.23592086508870125
8,68,0.0026736531872302294,0.26736531872302294,0.002337247598916292,0.23372475989162922
8,69,0.0027988103684037924,0.27988103684037924,0.0024420409463346004,0.24420409463346004
8,70,0.0027857827953994274,0.27857827953994274,0.002453017281368375,0.24530172813683748
8,71,0.002765835728496313,0.2765835728496313,0.0024495376273989677,0.24495376273989677
8,72,0.0027023637667298317,0.27023637667298317,0.002402005484327674,0.2402005484327674
8,73,0.0027665160596370697,0.27665160596370697,0.0023715640418231487,0.23715640418231487
8,74,0.002707967534661293,0.2707967534661293,0.0023140134289860725,0.23140134289860725
8,75,0.0027088739443570375,0.27088739443570375,0.0023808947298675776,0.23808947298675776
8,76,0.002799032721668482,0.2799032721668482,0.0024398344103246927,0.24398344103246927
8,77,0.0027141040191054344,0.27141040191054344,0.002375517738983035,0.2375517738983035
8,78,0.0027123666368424892,0.2712366636842489,0.0023388308472931385,0.23388308472931385
8,79,0.002668291563168168,0.2668291563168168,0.002290118020027876,0.2290118020027876
8,80,0.0027834537904709578,0.2783453790470958,0.002418341813609004,0.2418341813609004
8,81,0.0027875204104930162,0.2787520410493016,0.0024693866726011038,0.24693866726011038
8,82,0.00273754820227623,0.273754820227623,0.0023502481635659933,0.23502481635659933
8,83,0.0026860311627388,0.26860311627388,0.002311314456164837,0.2311314456164837
